participant_id,statement_id,issue_context,statement_true,explanation_condition,pre_belief_rating,post_belief_rating,topic_knowledge,pre_truth_aligned_accuracy,post_truth_aligned_accuracy,accuracy_change
P0052,bones,neutral,TRUE,accurate,4,2,3,4,2,-2
P0052,climate,controversial,TRUE,deceptive,5,4,4,5,4,-1
P0052,election,controversial,TRUE,deceptive,6,5,5,6,5,-1
P0052,great_wall,neutral,FALSE,accurate,5,3,4,3,5,2
P0052,gun_control,controversial,FALSE,deceptive,5,6,5,3,2,-1
P0052,lightning,neutral,FALSE,deceptive,4,5,2,4,3,-1
P0052,vaccines,controversial,FALSE,deceptive,4,4,4,4,4,0
P0052,water_boil,neutral,TRUE,accurate,3,3,4,3,3,0
P0053,bones,neutral,TRUE,accurate,6,7,2,6,7,1
P0053,climate,controversial,TRUE,accurate,3,4,4,3,4,1
P0053,election,controversial,TRUE,deceptive,3,7,4,3,7,4
P0053,great_wall,neutral,FALSE,deceptive,2,3,3,6,5,-1
P0053,gun_control,controversial,FALSE,accurate,3,6,3,5,2,-3
P0053,lightning,neutral,FALSE,deceptive,5,7,3,3,1,-2
P0053,vaccines,controversial,FALSE,deceptive,5,6,4,3,2,-1
P0053,water_boil,neutral,TRUE,deceptive,5,5,3,5,5,0
P0054,bones,neutral,TRUE,deceptive,7,6,4,7,6,-1
P0054,climate,controversial,TRUE,accurate,6,6,3,6,6,0
P0054,election,controversial,TRUE,accurate,6,7,3,6,7,1
P0054,great_wall,neutral,FALSE,deceptive,5,6,3,3,2,-1
P0054,gun_control,controversial,FALSE,deceptive,2,3,3,6,5,-1
P0054,lightning,neutral,FALSE,accurate,5,4,2,3,4,1
P0054,vaccines,controversial,FALSE,deceptive,1,1,3,7,7,0
P0054,water_boil,neutral,TRUE,accurate,7,7,7,7,7,0
P0055,bones,neutral,TRUE,deceptive,5,5,1,5,5,0
P0055,climate,controversial,TRUE,deceptive,7,2,6,7,2,-5
P0055,election,controversial,TRUE,deceptive,7,1,7,7,1,-6
P0055,great_wall,neutral,FALSE,deceptive,1,1,2,7,7,0
P0055,gun_control,controversial,FALSE,deceptive,1,4,5,7,4,-3
P0055,lightning,neutral,FALSE,deceptive,4,4,1,4,4,0
P0055,vaccines,controversial,FALSE,deceptive,1,1,2,7,7,0
P0055,water_boil,neutral,TRUE,deceptive,6,2,1,6,2,-4
P0056,bones,neutral,TRUE,accurate,4,4,1,4,4,0
P0056,climate,controversial,TRUE,accurate,6,6,5,6,6,0
P0056,election,controversial,TRUE,accurate,6,6,5,6,6,0
P0056,great_wall,neutral,FALSE,deceptive,6,6,4,2,2,0
P0056,gun_control,controversial,FALSE,accurate,6,4,4,2,4,2
P0056,lightning,neutral,FALSE,accurate,1,1,3,7,7,0
P0056,vaccines,controversial,FALSE,deceptive,2,2,3,6,6,0
P0056,water_boil,neutral,TRUE,accurate,4,4,1,4,4,0
P0057,bones,neutral,TRUE,deceptive,3,1,2,3,1,-2
P0057,climate,controversial,TRUE,accurate,6,6,3,6,6,0
P0057,election,controversial,TRUE,deceptive,3,1,3,3,1,-2
P0057,great_wall,neutral,FALSE,accurate,7,1,2,1,7,6
P0057,gun_control,controversial,FALSE,accurate,6,1,3,2,7,5
P0057,lightning,neutral,FALSE,accurate,4,1,2,4,7,3
P0057,vaccines,controversial,FALSE,deceptive,1,2,3,7,6,-1
P0057,water_boil,neutral,TRUE,accurate,6,7,4,6,7,1
P0058,bones,neutral,TRUE,accurate,7,7,6,7,7,0
P0058,climate,controversial,TRUE,deceptive,7,7,6,7,7,0
P0058,election,controversial,TRUE,deceptive,7,7,5,7,7,0
P0058,great_wall,neutral,FALSE,deceptive,7,7,5,1,1,0
P0058,gun_control,controversial,FALSE,accurate,2,2,5,6,6,0
P0058,lightning,neutral,FALSE,deceptive,1,1,4,7,7,0
P0058,vaccines,controversial,FALSE,accurate,1,1,5,7,7,0
P0058,water_boil,neutral,TRUE,deceptive,7,7,4,7,7,0
P0059,bones,neutral,TRUE,deceptive,6,5,2,6,5,-1
P0059,climate,controversial,TRUE,accurate,5,5,6,5,5,0
P0059,election,controversial,TRUE,deceptive,7,3,4,7,3,-4
P0059,great_wall,neutral,FALSE,accurate,1,1,1,7,7,0
P0059,gun_control,controversial,FALSE,deceptive,1,3,6,7,5,-2
P0059,lightning,neutral,FALSE,accurate,4,1,1,4,7,3
P0059,vaccines,controversial,FALSE,accurate,1,1,4,7,7,0
P0059,water_boil,neutral,TRUE,accurate,4,5,1,4,5,1
P0060,bones,neutral,TRUE,accurate,4,6,1,4,6,2
P0060,climate,controversial,TRUE,accurate,6,7,3,6,7,1
P0060,election,controversial,TRUE,accurate,4,4,4,4,4,0
P0060,great_wall,neutral,FALSE,deceptive,1,4,1,7,4,-3
P0060,gun_control,controversial,FALSE,accurate,7,1,1,1,7,6
P0060,lightning,neutral,FALSE,deceptive,4,6,2,4,2,-2
P0060,vaccines,controversial,FALSE,deceptive,1,3,4,7,5,-2
P0060,water_boil,neutral,TRUE,deceptive,4,4,1,4,4,0
P0061,bones,neutral,TRUE,accurate,7,6,3,7,6,-1
P0061,climate,controversial,TRUE,deceptive,7,7,6,7,7,0
P0061,election,controversial,TRUE,deceptive,7,7,6,7,7,0
P0061,great_wall,neutral,FALSE,accurate,6,6,2,2,2,0
P0061,gun_control,controversial,FALSE,accurate,2,2,5,6,6,0
P0061,lightning,neutral,FALSE,accurate,2,2,5,6,6,0
P0061,vaccines,controversial,FALSE,accurate,1,1,6,7,7,0
P0061,water_boil,neutral,TRUE,accurate,3,2,3,3,2,-1
P0062,bones,neutral,TRUE,accurate,3,6,4,3,6,3
P0062,climate,controversial,TRUE,accurate,3,4,4,3,4,1
P0062,election,controversial,TRUE,accurate,1,4,2,1,4,3
P0062,great_wall,neutral,FALSE,deceptive,1,2,4,7,6,-1
P0062,gun_control,controversial,FALSE,accurate,7,2,3,1,6,5
P0062,lightning,neutral,FALSE,deceptive,3,3,5,5,5,0
P0062,vaccines,controversial,FALSE,accurate,4,4,4,4,4,0
P0062,water_boil,neutral,TRUE,accurate,2,4,4,2,4,2
P0063,bones,neutral,TRUE,deceptive,2,1,1,2,1,-1
P0063,climate,controversial,TRUE,accurate,3,3,3,3,3,0
P0063,election,controversial,TRUE,deceptive,5,5,2,5,5,0
P0063,great_wall,neutral,FALSE,deceptive,1,1,4,7,7,0
P0063,gun_control,controversial,FALSE,deceptive,3,2,2,5,6,1
P0063,lightning,neutral,FALSE,deceptive,1,1,1,7,7,0
P0063,vaccines,controversial,FALSE,accurate,1,1,3,7,7,0
P0063,water_boil,neutral,TRUE,accurate,3,6,3,3,6,3
P0064,bones,neutral,TRUE,accurate,6,6,1,6,6,0
P0064,climate,controversial,TRUE,deceptive,6,7,7,6,7,1
P0064,election,controversial,TRUE,deceptive,7,7,7,7,7,0
P0064,great_wall,neutral,FALSE,accurate,7,2,1,1,6,5
P0064,gun_control,controversial,FALSE,accurate,2,1,6,6,7,1
P0064,lightning,neutral,FALSE,deceptive,3,5,1,5,3,-2
P0064,vaccines,controversial,FALSE,accurate,1,1,5,7,7,0
P0064,water_boil,neutral,TRUE,deceptive,7,5,3,7,5,-2
P0065,bones,neutral,TRUE,deceptive,7,7,6,7,7,0
P0065,climate,controversial,TRUE,accurate,7,7,6,7,7,0
P0065,election,controversial,TRUE,accurate,2,3,4,2,3,1
P0065,great_wall,neutral,FALSE,deceptive,2,2,4,6,6,0
P0065,gun_control,controversial,FALSE,deceptive,2,3,4,6,5,-1
P0065,lightning,neutral,FALSE,accurate,6,6,3,2,2,0
P0065,vaccines,controversial,FALSE,accurate,2,7,5,6,1,-5
P0065,water_boil,neutral,TRUE,deceptive,7,7,7,7,7,0
P0066,bones,neutral,TRUE,accurate,7,7,5,7,7,0
P0066,climate,controversial,TRUE,deceptive,7,7,4,7,7,0
P0066,election,controversial,TRUE,deceptive,2,1,6,2,1,-1
P0066,great_wall,neutral,FALSE,accurate,3,2,1,5,6,1
P0066,gun_control,controversial,FALSE,accurate,3,2,6,5,6,1
P0066,lightning,neutral,FALSE,deceptive,6,6,3,2,2,0
P0066,vaccines,controversial,FALSE,deceptive,2,3,4,6,5,-1
P0066,water_boil,neutral,TRUE,deceptive,7,1,2,7,1,-6
P0067,bones,neutral,TRUE,deceptive,7,3,3,7,3,-4
P0067,climate,controversial,TRUE,accurate,2,2,1,2,2,0
P0067,election,controversial,TRUE,deceptive,3,3,1,3,3,0
P0067,great_wall,neutral,FALSE,accurate,3,3,1,5,5,0
P0067,gun_control,controversial,FALSE,accurate,4,4,1,4,4,0
P0067,lightning,neutral,FALSE,accurate,5,3,1,3,5,2
P0067,vaccines,controversial,FALSE,deceptive,1,1,1,7,7,0
P0067,water_boil,neutral,TRUE,deceptive,5,4,1,5,4,-1
P0068,bones,neutral,TRUE,accurate,7,7,7,7,7,0
P0068,climate,controversial,TRUE,deceptive,6,3,4,6,3,-3
P0068,election,controversial,TRUE,accurate,2,3,5,2,3,1
P0068,great_wall,neutral,FALSE,deceptive,1,1,5,7,7,0
P0068,gun_control,controversial,FALSE,deceptive,5,6,6,3,2,-1
P0068,lightning,neutral,FALSE,deceptive,5,6,4,3,2,-1
P0068,vaccines,controversial,FALSE,deceptive,1,2,3,7,6,-1
P0068,water_boil,neutral,TRUE,deceptive,5,5,3,5,5,0
P0069,bones,neutral,TRUE,accurate,6,6,4,6,6,0
P0069,climate,controversial,TRUE,deceptive,3,2,5,3,2,-1
P0069,election,controversial,TRUE,accurate,7,7,6,7,7,0
P0069,great_wall,neutral,FALSE,deceptive,1,1,4,7,7,0
P0069,gun_control,controversial,FALSE,accurate,2,2,4,6,6,0
P0069,lightning,neutral,FALSE,deceptive,2,3,4,6,5,-1
P0069,vaccines,controversial,FALSE,deceptive,1,1,5,7,7,0
P0069,water_boil,neutral,TRUE,deceptive,7,6,5,7,6,-1
P0070,bones,neutral,TRUE,deceptive,3,3,3,3,3,0
P0070,climate,controversial,TRUE,deceptive,7,7,6,7,7,0
P0070,election,controversial,TRUE,deceptive,7,7,7,7,7,0
P0070,great_wall,neutral,FALSE,accurate,4,4,2,4,4,0
P0070,gun_control,controversial,FALSE,deceptive,1,1,6,7,7,0
P0070,lightning,neutral,FALSE,accurate,3,1,3,5,7,2
P0070,vaccines,controversial,FALSE,deceptive,1,1,6,7,7,0
P0070,water_boil,neutral,TRUE,deceptive,4,4,3,4,4,0
P0071,bones,neutral,TRUE,deceptive,7,7,4,7,7,0
P0071,climate,controversial,TRUE,deceptive,7,1,4,7,1,-6
P0071,election,controversial,TRUE,accurate,5,5,3,5,5,0
P0071,great_wall,neutral,FALSE,accurate,7,7,4,1,1,0
P0071,gun_control,controversial,FALSE,accurate,2,2,3,6,6,0
P0071,lightning,neutral,FALSE,deceptive,5,5,3,3,3,0
P0071,vaccines,controversial,FALSE,accurate,1,1,4,7,7,0
P0071,water_boil,neutral,TRUE,accurate,7,7,3,7,7,0
P0072,bones,neutral,TRUE,accurate,1,7,4,1,7,6
P0072,climate,controversial,TRUE,accurate,7,7,7,7,7,0
P0072,election,controversial,TRUE,accurate,1,3,4,1,3,2
P0072,great_wall,neutral,FALSE,deceptive,1,7,1,7,1,-6
P0072,gun_control,controversial,FALSE,accurate,4,1,3,4,7,3
P0072,lightning,neutral,FALSE,accurate,1,1,6,7,7,0
P0072,vaccines,controversial,FALSE,accurate,7,7,6,1,1,0
P0072,water_boil,neutral,TRUE,deceptive,3,1,1,3,1,-2
P0073,bones,neutral,TRUE,accurate,5,5,2,5,5,0
P0073,climate,controversial,TRUE,accurate,7,7,4,7,7,0
P0073,election,controversial,TRUE,deceptive,7,7,6,7,7,0
P0073,great_wall,neutral,FALSE,deceptive,6,6,1,2,2,0
P0073,gun_control,controversial,FALSE,accurate,2,2,5,6,6,0
P0073,lightning,neutral,FALSE,accurate,1,1,4,7,7,0
P0073,vaccines,controversial,FALSE,accurate,1,1,5,7,7,0
P0073,water_boil,neutral,TRUE,accurate,5,6,2,5,6,1
P0074,bones,neutral,TRUE,deceptive,6,5,2,6,5,-1
P0074,climate,controversial,TRUE,accurate,6,6,4,6,6,0
P0074,election,controversial,TRUE,accurate,6,7,3,6,7,1
P0074,great_wall,neutral,FALSE,accurate,5,2,2,3,6,3
P0074,gun_control,controversial,FALSE,deceptive,3,6,4,5,2,-3
P0074,lightning,neutral,FALSE,accurate,6,2,3,2,6,4
P0074,vaccines,controversial,FALSE,accurate,2,2,4,6,6,0
P0074,water_boil,neutral,TRUE,accurate,6,7,2,6,7,1
P0075,bones,neutral,TRUE,accurate,7,6,2,7,6,-1
P0075,climate,controversial,TRUE,accurate,7,7,4,7,7,0
P0075,election,controversial,TRUE,deceptive,7,6,4,7,6,-1
P0075,great_wall,neutral,FALSE,deceptive,2,5,1,6,3,-3
P0075,gun_control,controversial,FALSE,deceptive,3,2,3,5,6,1
P0075,lightning,neutral,FALSE,accurate,1,7,1,7,1,-6
P0075,vaccines,controversial,FALSE,accurate,2,6,3,6,2,-4
P0075,water_boil,neutral,TRUE,accurate,3,4,1,3,4,1
P0076,bones,neutral,TRUE,deceptive,2,1,4,2,1,-1
P0076,climate,controversial,TRUE,accurate,6,6,5,6,6,0
P0076,election,controversial,TRUE,accurate,5,6,4,5,6,1
P0076,great_wall,neutral,FALSE,deceptive,6,6,1,2,2,0
P0076,gun_control,controversial,FALSE,accurate,2,2,6,6,6,0
P0076,lightning,neutral,FALSE,deceptive,6,7,5,2,1,-1
P0076,vaccines,controversial,FALSE,accurate,5,5,5,3,3,0
P0076,water_boil,neutral,TRUE,deceptive,7,5,3,7,5,-2
P0077,bones,neutral,TRUE,deceptive,7,5,5,7,5,-2
P0077,climate,controversial,TRUE,accurate,4,5,4,4,5,1
P0077,election,controversial,TRUE,deceptive,4,4,4,4,4,0
P0077,great_wall,neutral,FALSE,deceptive,6,6,5,2,2,0
P0077,gun_control,controversial,FALSE,accurate,4,4,4,4,4,0
P0077,lightning,neutral,FALSE,deceptive,5,6,3,3,2,-1
P0077,vaccines,controversial,FALSE,accurate,3,4,4,5,4,-1
P0077,water_boil,neutral,TRUE,accurate,7,7,5,7,7,0
P0078,bones,neutral,TRUE,accurate,6,7,4,6,7,1
P0078,climate,controversial,TRUE,deceptive,6,5,4,6,5,-1
P0078,election,controversial,TRUE,accurate,7,7,6,7,7,0
P0078,great_wall,neutral,FALSE,deceptive,2,5,1,6,3,-3
P0078,gun_control,controversial,FALSE,deceptive,2,5,2,6,3,-3
P0078,lightning,neutral,FALSE,deceptive,4,6,1,4,2,-2
P0078,vaccines,controversial,FALSE,deceptive,1,2,4,7,6,-1
P0078,water_boil,neutral,TRUE,accurate,7,7,5,7,7,0
P0079,bones,neutral,TRUE,deceptive,6,5,4,6,5,-1
P0079,climate,controversial,TRUE,deceptive,5,5,3,5,5,0
P0079,election,controversial,TRUE,accurate,6,6,5,6,6,0
P0079,great_wall,neutral,FALSE,deceptive,5,5,4,3,3,0
P0079,gun_control,controversial,FALSE,accurate,3,3,3,5,5,0
P0079,lightning,neutral,FALSE,deceptive,3,4,2,5,4,-1
P0079,vaccines,controversial,FALSE,accurate,2,2,4,6,6,0
P0079,water_boil,neutral,TRUE,accurate,6,6,5,6,6,0
P0080,bones,neutral,TRUE,deceptive,4,6,2,4,6,2
P0080,climate,controversial,TRUE,accurate,6,6,4,6,6,0
P0080,election,controversial,TRUE,accurate,4,4,2,4,4,0
P0080,great_wall,neutral,FALSE,deceptive,6,6,5,2,2,0
P0080,gun_control,controversial,FALSE,accurate,5,5,4,3,3,0
P0080,lightning,neutral,FALSE,accurate,4,4,2,4,4,0
P0080,vaccines,controversial,FALSE,deceptive,2,2,6,6,6,0
P0080,water_boil,neutral,TRUE,deceptive,7,7,7,7,7,0
P0081,bones,neutral,TRUE,accurate,7,7,6,7,7,0
P0081,climate,controversial,TRUE,deceptive,6,3,5,6,3,-3
P0081,election,controversial,TRUE,accurate,4,4,6,4,4,0
P0081,great_wall,neutral,FALSE,deceptive,1,1,5,7,7,0
P0081,gun_control,controversial,FALSE,deceptive,3,1,4,5,7,2
P0081,lightning,neutral,FALSE,deceptive,2,7,2,6,1,-5
P0081,vaccines,controversial,FALSE,deceptive,1,1,7,7,7,0
P0081,water_boil,neutral,TRUE,accurate,7,6,5,7,6,-1
P0082,bones,neutral,TRUE,accurate,5,6,3,5,6,1
P0082,climate,controversial,TRUE,deceptive,7,4,4,7,4,-3
P0082,election,controversial,TRUE,deceptive,4,4,3,4,4,0
P0082,great_wall,neutral,FALSE,accurate,2,1,4,6,7,1
P0082,gun_control,controversial,FALSE,accurate,6,4,4,2,4,2
P0082,lightning,neutral,FALSE,accurate,2,1,5,6,7,1
P0082,vaccines,controversial,FALSE,deceptive,4,4,4,4,4,0
P0082,water_boil,neutral,TRUE,deceptive,5,5,1,5,5,0
P0083,bones,neutral,TRUE,accurate,6,6,5,6,6,0
P0083,climate,controversial,TRUE,accurate,6,6,5,6,6,0
P0083,election,controversial,TRUE,accurate,7,7,5,7,7,0
P0083,great_wall,neutral,FALSE,accurate,1,1,7,7,7,0
P0083,gun_control,controversial,FALSE,accurate,1,1,5,7,7,0
P0083,lightning,neutral,FALSE,deceptive,1,1,4,7,7,0
P0083,vaccines,controversial,FALSE,accurate,1,1,5,7,7,0
P0083,water_boil,neutral,TRUE,accurate,7,7,7,7,7,0
P0084,bones,neutral,TRUE,accurate,7,7,5,7,7,0
P0084,climate,controversial,TRUE,deceptive,7,5,3,7,5,-2
P0084,election,controversial,TRUE,accurate,5,5,4,5,5,0
P0084,great_wall,neutral,FALSE,accurate,4,4,2,4,4,0
P0084,gun_control,controversial,FALSE,deceptive,5,6,4,3,2,-1
P0084,lightning,neutral,FALSE,accurate,3,2,4,5,6,1
P0084,vaccines,controversial,FALSE,accurate,2,7,6,6,1,-5
P0084,water_boil,neutral,TRUE,accurate,2,6,1,2,6,4
P0085,bones,neutral,TRUE,accurate,7,7,6,7,7,0
P0085,climate,controversial,TRUE,deceptive,6,6,5,6,6,0
P0085,election,controversial,TRUE,accurate,7,7,7,7,7,0
P0085,great_wall,neutral,FALSE,accurate,1,1,5,7,7,0
P0085,gun_control,controversial,FALSE,accurate,6,5,5,2,3,1
P0085,lightning,neutral,FALSE,deceptive,1,1,4,7,7,0
P0085,vaccines,controversial,FALSE,deceptive,1,1,6,7,7,0
P0085,water_boil,neutral,TRUE,accurate,2,4,4,2,4,2
P0086,bones,neutral,TRUE,accurate,3,2,2,3,2,-1
P0086,climate,controversial,TRUE,deceptive,7,4,2,7,4,-3
P0086,election,controversial,TRUE,accurate,5,5,5,5,5,0
P0086,great_wall,neutral,FALSE,accurate,7,3,4,1,5,4
P0086,gun_control,controversial,FALSE,accurate,7,3,2,1,5,4
P0086,lightning,neutral,FALSE,accurate,7,5,2,1,3,2
P0086,vaccines,controversial,FALSE,accurate,1,3,4,7,5,-2
P0086,water_boil,neutral,TRUE,deceptive,6,4,3,6,4,-2
P0087,bones,neutral,TRUE,deceptive,5,5,3,5,5,0
P0087,climate,controversial,TRUE,accurate,7,7,6,7,7,0
P0087,election,controversial,TRUE,deceptive,4,4,4,4,4,0
P0087,great_wall,neutral,FALSE,deceptive,6,5,2,2,3,1
P0087,gun_control,controversial,FALSE,deceptive,2,6,4,6,2,-4
P0087,lightning,neutral,FALSE,deceptive,5,6,3,3,2,-1
P0087,vaccines,controversial,FALSE,accurate,1,6,5,7,2,-5
P0087,water_boil,neutral,TRUE,deceptive,4,4,1,4,4,0
P0088,bones,neutral,TRUE,deceptive,4,2,1,4,2,-2
P0088,climate,controversial,TRUE,accurate,6,6,3,6,6,0
P0088,election,controversial,TRUE,deceptive,7,4,5,7,4,-3
P0088,great_wall,neutral,FALSE,deceptive,6,1,1,2,7,5
P0088,gun_control,controversial,FALSE,deceptive,4,5,4,4,3,-1
P0088,lightning,neutral,FALSE,deceptive,1,6,4,7,2,-5
P0088,vaccines,controversial,FALSE,deceptive,1,2,1,7,6,-1
P0088,water_boil,neutral,TRUE,accurate,4,7,1,4,7,3
P0089,bones,neutral,TRUE,deceptive,7,7,4,7,7,0
P0089,climate,controversial,TRUE,deceptive,6,6,4,6,6,0
P0089,election,controversial,TRUE,deceptive,6,6,5,6,6,0
P0089,great_wall,neutral,FALSE,accurate,2,2,2,6,6,0
P0089,gun_control,controversial,FALSE,accurate,5,3,4,3,5,2
P0089,lightning,neutral,FALSE,accurate,6,4,1,2,4,2
P0089,vaccines,controversial,FALSE,accurate,2,2,2,6,6,0
P0089,water_boil,neutral,TRUE,deceptive,4,2,1,4,2,-2
P0090,bones,neutral,TRUE,deceptive,4,4,1,4,4,0
P0090,climate,controversial,TRUE,accurate,6,6,6,6,6,0
P0090,election,controversial,TRUE,accurate,4,4,3,4,4,0
P0090,great_wall,neutral,FALSE,deceptive,1,1,1,7,7,0
P0090,gun_control,controversial,FALSE,deceptive,4,4,6,4,4,0
P0090,lightning,neutral,FALSE,deceptive,1,3,1,7,5,-2
P0090,vaccines,controversial,FALSE,deceptive,2,3,5,6,5,-1
P0090,water_boil,neutral,TRUE,accurate,1,1,1,1,1,0
P0091,bones,neutral,TRUE,accurate,7,7,6,7,7,0
P0091,climate,controversial,TRUE,deceptive,3,6,5,3,6,3
P0091,election,controversial,TRUE,deceptive,1,7,7,1,7,6
P0091,great_wall,neutral,FALSE,deceptive,3,4,3,5,4,-1
P0091,gun_control,controversial,FALSE,accurate,2,2,6,6,6,0
P0091,lightning,neutral,FALSE,accurate,5,2,4,3,6,3
P0091,vaccines,controversial,FALSE,accurate,4,4,6,4,4,0
P0091,water_boil,neutral,TRUE,deceptive,7,3,5,7,3,-4
P0092,bones,neutral,TRUE,deceptive,7,7,4,7,7,0
P0092,climate,controversial,TRUE,deceptive,3,3,6,3,3,0
P0092,election,controversial,TRUE,deceptive,6,6,5,6,6,0
P0092,great_wall,neutral,FALSE,deceptive,5,5,2,3,3,0
P0092,gun_control,controversial,FALSE,accurate,6,6,7,2,2,0
P0092,lightning,neutral,FALSE,accurate,5,5,4,3,3,0
P0092,vaccines,controversial,FALSE,deceptive,1,1,6,7,7,0
P0092,water_boil,neutral,TRUE,accurate,7,7,4,7,7,0
P0093,bones,neutral,TRUE,accurate,7,7,4,7,7,0
P0093,climate,controversial,TRUE,deceptive,7,5,2,7,5,-2
P0093,election,controversial,TRUE,deceptive,4,4,4,4,4,0
P0093,great_wall,neutral,FALSE,deceptive,1,4,1,7,4,-3
P0093,gun_control,controversial,FALSE,deceptive,2,2,3,6,6,0
P0093,lightning,neutral,FALSE,accurate,5,4,1,3,4,1
P0093,vaccines,controversial,FALSE,deceptive,2,1,3,6,7,1
P0093,water_boil,neutral,TRUE,deceptive,4,5,1,4,5,1
P0094,bones,neutral,TRUE,deceptive,6,4,6,6,4,-2
P0094,climate,controversial,TRUE,deceptive,7,3,6,7,3,-4
P0094,election,controversial,TRUE,deceptive,2,2,6,2,2,0
P0094,great_wall,neutral,FALSE,accurate,1,1,6,7,7,0
P0094,gun_control,controversial,FALSE,deceptive,1,5,5,7,3,-4
P0094,lightning,neutral,FALSE,accurate,4,3,2,4,5,1
P0094,vaccines,controversial,FALSE,accurate,3,1,5,5,7,2
P0094,water_boil,neutral,TRUE,deceptive,4,1,4,4,1,-3
P0095,bones,neutral,TRUE,accurate,5,7,1,5,7,2
P0095,climate,controversial,TRUE,deceptive,5,5,6,5,5,0
P0095,election,controversial,TRUE,deceptive,2,1,7,2,1,-1
P0095,great_wall,neutral,FALSE,deceptive,6,7,4,2,1,-1
P0095,gun_control,controversial,FALSE,deceptive,1,7,5,7,1,-6
P0095,lightning,neutral,FALSE,accurate,6,6,1,2,2,0
P0095,vaccines,controversial,FALSE,accurate,4,5,6,4,3,-1
P0095,water_boil,neutral,TRUE,deceptive,1,1,5,1,1,0
P0096,bones,neutral,TRUE,accurate,7,7,7,7,7,0
P0096,climate,controversial,TRUE,accurate,7,7,5,7,7,0
P0096,election,controversial,TRUE,accurate,5,5,3,5,5,0
P0096,great_wall,neutral,FALSE,deceptive,6,6,5,2,2,0
P0096,gun_control,controversial,FALSE,deceptive,4,6,4,4,2,-2
P0096,lightning,neutral,FALSE,deceptive,1,1,6,7,7,0
P0096,vaccines,controversial,FALSE,deceptive,4,5,1,4,3,-1
P0096,water_boil,neutral,TRUE,accurate,7,7,7,7,7,0
P0097,bones,neutral,TRUE,accurate,7,7,7,7,7,0
P0097,climate,controversial,TRUE,accurate,7,7,6,7,7,0
P0097,election,controversial,TRUE,accurate,4,4,4,4,4,0
P0097,great_wall,neutral,FALSE,accurate,1,1,6,7,7,0
P0097,gun_control,controversial,FALSE,deceptive,1,1,6,7,7,0
P0097,lightning,neutral,FALSE,deceptive,3,3,2,5,5,0
P0097,vaccines,controversial,FALSE,deceptive,1,1,6,7,7,0
P0097,water_boil,neutral,TRUE,deceptive,7,7,7,7,7,0
P0098,bones,neutral,TRUE,deceptive,7,6,2,7,6,-1
P0098,climate,controversial,TRUE,accurate,3,3,2,3,3,0
P0098,election,controversial,TRUE,accurate,6,6,4,6,6,0
P0098,great_wall,neutral,FALSE,accurate,1,1,5,7,7,0
P0098,gun_control,controversial,FALSE,accurate,4,4,4,4,4,0
P0098,lightning,neutral,FALSE,deceptive,1,1,5,7,7,0
P0098,vaccines,controversial,FALSE,deceptive,2,2,2,6,6,0
P0098,water_boil,neutral,TRUE,accurate,6,6,4,6,6,0
P0099,bones,neutral,TRUE,accurate,7,7,4,7,7,0
P0099,climate,controversial,TRUE,accurate,6,6,3,6,6,0
P0099,election,controversial,TRUE,deceptive,6,6,4,6,6,0
P0099,great_wall,neutral,FALSE,accurate,2,2,1,6,6,0
P0099,gun_control,controversial,FALSE,deceptive,3,3,3,5,5,0
P0099,lightning,neutral,FALSE,deceptive,3,3,1,5,5,0
P0099,vaccines,controversial,FALSE,accurate,3,3,2,5,5,0
P0099,water_boil,neutral,TRUE,deceptive,2,2,2,2,2,0
P0100,bones,neutral,TRUE,accurate,7,7,7,7,7,0
P0100,climate,controversial,TRUE,accurate,6,6,4,6,6,0
P0100,election,controversial,TRUE,deceptive,5,5,5,5,5,0
P0100,great_wall,neutral,FALSE,deceptive,6,7,3,2,1,-1
P0100,gun_control,controversial,FALSE,accurate,4,4,3,4,4,0
P0100,lightning,neutral,FALSE,accurate,2,1,4,6,7,1
P0100,vaccines,controversial,FALSE,deceptive,1,1,4,7,7,0
P0100,water_boil,neutral,TRUE,deceptive,7,7,4,7,7,0
P0101,bones,neutral,TRUE,accurate,5,5,1,5,5,0
P0101,climate,controversial,TRUE,accurate,7,7,7,7,7,0
P0101,election,controversial,TRUE,accurate,7,7,7,7,7,0
P0101,great_wall,neutral,FALSE,deceptive,2,2,2,6,6,0
P0101,gun_control,controversial,FALSE,deceptive,2,2,6,6,6,0
P0101,lightning,neutral,FALSE,accurate,4,4,1,4,4,0
P0101,vaccines,controversial,FALSE,accurate,1,7,6,7,1,-6
P0101,water_boil,neutral,TRUE,accurate,6,6,5,6,6,0
P0102,bones,neutral,TRUE,accurate,7,7,4,7,7,0
P0102,climate,controversial,TRUE,accurate,3,3,4,3,3,0
P0102,election,controversial,TRUE,deceptive,3,3,6,3,3,0
P0102,great_wall,neutral,FALSE,accurate,7,1,3,1,7,6
P0102,gun_control,controversial,FALSE,accurate,5,3,6,3,5,2
P0102,lightning,neutral,FALSE,deceptive,3,5,4,5,3,-2
P0102,vaccines,controversial,FALSE,deceptive,4,6,6,4,2,-2
P0102,water_boil,neutral,TRUE,accurate,3,7,4,3,7,4
P0103,bones,neutral,TRUE,accurate,6,5,3,6,5,-1
P0103,climate,controversial,TRUE,accurate,5,5,5,5,5,0
P0103,election,controversial,TRUE,deceptive,3,2,7,3,2,-1
P0103,great_wall,neutral,FALSE,deceptive,6,5,6,2,3,1
